id,ubigeo,anio,pob_total_inei,pob_urbana_inei,pob_rural_inei,generacion_per_capita_dom,generacion_dom_urbana_tdia,generacion_dom_urbana_tanio,generacion_mun_tanio,generacion_mun_tdia,generacion_per_capita_municipal,ratio_dom_vs_mun_pct
2758,50116,2024,32236,28519,3717,0.65,18.54,6766.13,9665.9,26.48,0.93,70.0151
2759,50201,2019,5929,2328,3601,0.31,0.72,263.41,376.3,1.03,0.44,69.9029
2760,50201,2020,5842,2266,3576,0.31,0.7,256.4,366.28,1.0,0.44,70.0
2761,50201,2021,5742,2204,3538,0.43,0.95,345.92,494.17,1.35,0.61,70.3704
2762,50201,2022,5638,2245,3393,0.43,0.97,352.35,503.36,1.38,0.61,70.2899
2763,50201,2023,5533,2203,3330,0.43,0.95,345.76,493.94,1.35,0.61,70.3704
2764,50201,2024,5426,2161,3265,0.58,1.25,457.48,653.55,1.79,0.83,69.8324
2765,50202,2019,9080,3283,5797,0.44,1.44,527.25,753.21,2.06,0.63,69.9029
2766,50202,2020,9119,3255,5864,0.46,1.5,546.51,780.74,2.14,0.66,70.0935
2767,50202,2021,9146,3229,5917,0.46,1.49,542.15,774.5,2.12,0.66,70.283
2768,50202,2022,9181,3370,5811,0.46,1.55,565.82,808.32,2.21,0.66,70.1357
2769,50202,2023,9218,3384,5834,0.46,1.56,568.17,811.68,2.22,0.66,70.2703
2770,50202,2024,9256,3398,5858,0.21,0.71,260.46,372.08,1.02,0.3,69.6078
2771,50203,2019,8227,2866,5361,0.33,0.95,345.21,493.16,1.35,0.47,70.3704
2772,50203,2020,8217,2825,5392,0.33,0.93,340.27,486.1,1.33,0.47,69.9248
2773,50203,2021,8188,2783,5405,0.33,0.92,335.21,478.87,1.31,0.47,70.229
2774,50203,2022,8152,2884,5268,0.33,0.95,347.38,496.25,1.36,0.47,69.8529
2775,50203,2023,8110,2869,5241,0.33,0.95,345.57,493.67,1.35,0.47,70.3704
2776,50203,2024,8064,2853,5211,0.33,0.94,343.64,490.92,1.34,0.47,70.1493
2777,50204,2019,2088,433,1655,0.44,0.19,69.17,98.82,0.27,0.63,70.3704
2778,50204,2020,2026,413,1613,0.44,0.18,65.85,94.06,0.26,0.62,69.2308
2779,50204,2021,1963,395,1568,0.44,0.17,63.44,90.62,0.25,0.63,68.0
2780,50204,2022,1899,401,1498,0.45,0.18,65.18,93.11,0.26,0.64,69.2308
2781,50204,2023,1835,387,1448,0.44,0.17,62.58,89.4,0.24,0.63,70.8333
2782,50204,2024,1772,374,1398,0.45,0.17,61.43,87.76,0.24,0.64,70.8333
2783,50205,2019,4347,1418,2929,0.44,0.62,226.53,323.61,0.89,0.63,69.6629
2784,50205,2020,4279,1377,2902,0.44,0.6,219.54,313.63,0.86,0.62,69.7674
2785,50205,2021,4202,1337,2865,0.44,0.59,214.72,306.75,0.84,0.63,70.2381
2786,50205,2022,4122,1365,2757,0.45,0.61,221.86,316.94,0.87,0.64,70.1149
2787,50205,2023,4040,1338,2702,0.35,0.47,170.93,244.19,0.67,0.5,70.1493
2788,50205,2024,3959,1311,2648,0.35,0.46,167.48,239.26,0.66,0.5,69.697
2789,50206,2019,3079,1413,1666,0.44,0.62,225.73,322.47,0.88,0.63,70.4545
2790,50206,2020,2999,1361,1638,0.44,0.59,216.99,309.98,0.85,0.62,69.4118
2791,50206,2021,2916,1312,1604,0.44,0.58,210.71,301.01,0.82,0.63,70.7317
2792,50206,2022,2830,1316,1514,0.42,0.55,201.74,288.2,0.79,0.6,69.6203
2793,50206,2023,2746,1277,1469,0.6,0.77,279.66,399.52,1.09,0.86,70.6422
2794,50206,2024,2663,1238,1425,0.42,0.52,189.79,271.12,0.74,0.6,70.2703
2795,50301,2019,3217,3019,198,0.39,1.18,429.75,613.94,1.68,0.56,70.2381
2796,50301,2020,3181,2980,201,0.39,1.16,424.2,606.0,1.66,0.56,69.8795
2797,50301,2021,3156,2952,204,0.4,1.18,430.99,615.7,1.69,0.57,69.8225
2798,50301,2022,3137,2948,189,0.4,1.18,430.41,614.87,1.68,0.57,70.2381
2799,50301,2023,3123,2935,188,0.4,1.17,428.51,612.16,1.68,0.57,69.6429
2800,50301,2024,3108,2921,187,0.7,2.04,746.32,1066.17,2.92,1.0,69.863
2801,50302,2019,1836,1582,254,0.39,0.62,225.2,321.71,0.88,0.56,70.4545
2802,50302,2020,1774,1522,252,0.2,0.3,111.11,158.72,0.43,0.29,69.7674
2803,50302,2021,1731,1480,251,0.4,0.59,216.08,308.69,0.85,0.57,69.4118
2804,50302,2022,1696,1464,232,0.4,0.59,213.74,305.35,0.84,0.57,70.2381
2805,50302,2023,1668,1440,228,0.4,0.58,210.24,300.34,0.82,0.57,70.7317
2806,50302,2024,1644,1419,225,0.4,0.57,207.17,295.96,0.81,0.57,70.3704
2807,50303,2019,1346,775,571,0.42,0.33,118.91,169.87,0.47,0.6,70.2128
2808,50303,2020,1308,744,564,0.42,0.31,114.16,163.09,0.45,0.6,68.8889
2809,50303,2021,1282,721,561,0.44,0.32,115.79,165.42,0.45,0.63,71.1111
2810,50303,2022,1262,733,529,0.45,0.33,119.14,170.19,0.47,0.64,70.2128
2811,50303,2023,1244,723,521,0.44,0.32,116.92,167.02,0.46,0.63,69.5652
2812,50303,2024,1229,714,515,0.45,0.32,117.27,167.54,0.46,0.64,69.5652
2813,50304,2019,2126,1035,1091,0.36,0.38,137.13,195.9,0.54,0.52,70.3704
2814,50304,2020,2078,996,1082,0.36,0.36,131.97,188.52,0.52,0.52,69.2308
2815,50304,2021,2045,969,1076,0.44,0.43,155.62,222.32,0.61,0.63,70.4918
2816,50304,2022,2018,992,1026,0.45,0.44,161.23,230.33,0.63,0.64,69.8413
2817,50304,2023,1996,981,1015,0.44,0.43,158.64,226.62,0.62,0.63,69.3548
2818,50304,2024,1978,972,1006,0.45,0.44,159.65,228.07,0.62,0.64,70.9677
2819,50401,2019,42825,35902,6923,0.58,20.82,7600.45,10857.79,29.75,0.83,69.9832
2820,50401,2020,43266,36027,7239,0.58,20.9,7626.92,10895.59,29.85,0.83,70.0168
2821,50401,2021,43939,36364,7575,0.58,21.09,7698.26,10997.51,30.13,0.83,69.9967
2822,50401,2022,44491,37224,7267,0.58,21.59,7880.32,11257.6,30.84,0.83,70.0065
2823,50401,2023,44952,37610,7342,0.58,21.81,7962.04,11374.34,31.16,0.83,69.9936
2824,50401,2024,45322,37919,7403,0.52,19.72,7197.03,10281.47,28.17,0.74,70.0035
2825,50402,2019,1139,438,701,0.44,0.19,69.97,99.96,0.27,0.63,70.3704
2826,50402,2020,1072,402,670,0.44,0.18,64.09,91.56,0.25,0.62,72.0
2827,50402,2021,1023,375,648,0.53,0.2,72.54,103.63,0.28,0.76,71.4286
2828,50402,2022,981,374,607,0.53,0.2,72.35,103.36,0.28,0.76,71.4286
2829,50402,2023,940,358,582,0.56,0.2,73.18,104.54,0.29,0.8,68.9655
2830,50402,2024,906,345,561,0.56,0.19,70.52,100.74,0.28,0.8,67.8571
2831,50403,2019,4287,1844,2443,0.44,0.81,294.58,420.83,1.15,0.63,70.4348
2832,50403,2020,4188,1759,2429,0.44,0.77,280.44,400.63,1.1,0.62,70.0
2833,50403,2021,4113,1691,2422,0.44,0.74,271.57,387.96,1.06,0.63,69.8113
2834,50403,2022,4028,1720,2308,0.45,0.77,279.55,399.36,1.09,0.64,70.6422
2835,50403,2023,3938,1682,2256,0.35,0.59,214.88,306.97,0.84,0.5,70.2381
2836,50403,2024,3843,1641,2202,0.35,0.57,209.64,299.48,0.82,0.5,69.5122
2837,50404,2019,2865,767,2098,0.44,0.34,122.53,175.04,0.48,0.63,70.8333
2838,50404,2020,2861,743,2118,0.44,0.32,118.46,169.23,0.46,0.62,69.5652
2839,50404,2021,2860,723,2137,0.44,0.32,116.11,165.88,0.45,0.63,71.1111
2840,50404,2022,2857,757,2100,0.45,0.34,123.04,175.77,0.48,0.64,70.8333
2841,50404,2023,2853,756,2097,0.43,0.33,118.65,169.51,0.46,0.61,71.7391
2842,50404,2024,2848,755,2093,0.43,0.32,118.5,169.28,0.46,0.61,69.5652
2843,50405,2019,6157,2181,3976,0.42,0.92,334.63,478.04,1.31,0.6,70.229
2844,50405,2020,6217,2144,4073,0.42,0.9,328.99,469.98,1.29,0.6,69.7674
2845,50405,2021,6311,2125,4186,0.44,0.94,341.28,487.54,1.34,0.63,70.1493
2846,50405,2022,6389,2246,4143,0.45,1.0,365.05,521.49,1.43,0.64,69.9301
2847,50405,2023,6454,2269,4185,0.44,1.01,366.92,524.17,1.44,0.63,70.1389
2848,50405,2024,6513,2290,4223,0.45,1.03,376.13,537.33,1.47,0.64,70.068
2849,50406,2019,3985,1308,2677,0.44,0.57,208.95,298.51,0.82,0.63,69.5122
2850,50406,2020,3900,1245,2655,0.44,0.54,198.49,283.56,0.78,0.62,69.2308
2851,50406,2021,3678,1197,2481,0.39,0.47,170.39,243.42,0.67,0.56,70.1493
2852,50406,2022,3553,1208,2345,0.39,0.47,171.96,245.66,0.67,0.56,70.1493
2853,50406,2023,3477,1182,2295,0.39,0.46,168.26,240.37,0.66,0.56,69.697
2854,50406,2024,3399,1156,2243,0.39,0.45,164.56,235.08,0.64,0.56,70.3125
2855,50407,2019,11836,4304,7532,0.44,1.88,687.57,982.24,2.69,0.63,69.8885
2856,50407,2020,11685,4138,7547,0.55,2.28,830.7,1186.72,3.25,0.79,70.1538
2857,50407,2021,11594,4010,7584,0.55,2.21,805.01,1150.01,3.15,0.79,70.1587
2858,50407,2022,11474,4140,7334,0.55,2.28,831.11,1187.29,3.25,0.79,70.1538
2859,50407,2023,11331,4088,7243,0.55,2.25,820.67,1172.38,3.21,0.79,70.0935
2860,50407,2024,11175,4032,7143,0.64,2.58,941.88,1345.54,3.69,0.91,69.9187
2861,50408,2019,11371,5222,6149,0.47,2.45,895.83,1279.76,3.51,0.67,69.8006
2862,50408,2020,11466,5149,6317,0.47,2.42,883.31,1261.87,3.46,0.67,69.9422
2863,50408,2021,11622,5115,6507,0.44,2.25,821.47,1173.53,3.22,0.63,69.8758
2864,50408,2022,11748,5360,6388,0.45,2.39,871.17,1244.53,3.41,0.64,70.088
2865,50408,2023,11851,5407,6444,0.44,2.4,874.36,1249.08,3.42,0.63,70.1754
2866,50408,2024,11939,5447,6492,0.45,2.45,894.67,1278.1,3.5,0.64,70.0
2867,50409,2019,4233,2152,2081,0.44,0.94,343.79,491.12,1.35,0.63,69.6296
2868,50409,2020,4384,2183,2201,0.44,0.95,348.04,497.2,1.36,0.62,69.8529
2869,50409,2021,4515,2208,2307,0.67,1.48,539.97,771.38,2.11,0.96,70.1422
2870,50409,2022,4646,2348,2298,0.67,1.57,574.2,820.29,2.25,0.96,69.7778
2871,50409,2023,4777,2414,2363,0.67,1.62,590.34,843.35,2.31,0.96,70.1299
2872,50409,2024,4909,2481,2428,0.67,1.66,606.73,866.76,2.37,0.96,70.0422
2873,50410,2019,3763,444,3319,0.5,0.22,81.03,115.76,0.32,0.71,68.75
2874,50410,2020,3672,417,3255,0.66,0.28,100.46,143.51,0.39,0.94,71.7949
2875,50410,2021,3605,397,3208,0.32,0.13,46.37,66.24,0.18,0.46,72.2222
2876,50410,2022,3526,412,3114,0.32,0.13,48.12,68.75,0.19,0.46,68.4211
2877,50410,2023,3443,402,3041,0.32,0.13,46.95,67.08,0.18,0.46,72.2222
2878,50410,2024,3358,392,2966,0.32,0.13,45.79,65.41,0.18,0.46,72.2222
2879,50411,2019,2453,483,1970,0.42,0.2,74.11,105.87,0.29,0.6,68.9655
2880,50411,2020,2299,438,1861,0.42,0.18,67.21,96.01,0.26,0.6,69.2308
2881,50411,2021,2167,401,1766,0.44,0.18,64.4,92.0,0.25,0.63,72.0
2882,50411,2022,2040,398,1642,0.45,0.18,64.69,92.41,0.25,0.64,72.0
2883,50411,2023,1918,374,1544,0.44,0.17,60.48,86.4,0.24,0.63,70.8333
2884,50411,2024,1804,352,1452,0.45,0.16,57.82,82.59,0.23,0.64,69.5652
2885,50412,2019,2230,949,1281,0.44,0.42,151.6,216.58,0.59,0.63,71.1864
2886,50412,2020,2195,912,1283,0.44,0.4,145.4,207.72,0.57,0.62,70.1754
2887,50412,2021,2172,884,1288,0.44,0.39,141.97,202.81,0.56,0.63,69.6429
2888,50412,2022,2143,906,1237,0.45,0.4,147.25,210.36,0.58,0.64,68.9655
2889,50412,2023,2111,892,1219,0.44,0.4,144.24,206.06,0.56,0.63,71.4286
2890,50412,2024,2076,878,1198,0.45,0.4,144.21,206.02,0.56,0.64,71.4286
2891,50413,2021,160,51,109,0.44,0.02,8.19,11.7,0.03,0.63,66.6667
2892,50413,2022,212,71,141,0.45,0.03,11.54,16.49,0.05,0.64,60.0
2893,50413,2023,210,70,140,0.44,0.03,11.32,16.17,0.04,0.63,75.0
2894,50413,2024,230,77,153,0.45,0.03,12.65,18.07,0.05,0.64,60.0
2895,50501,2019,11373,4821,6552,0.93,4.48,1636.49,2337.84,6.41,1.33,69.8908
2896,50501,2020,11410,4762,6648,0.93,4.43,1616.46,2309.23,6.33,1.33,69.9842
2897,50501,2021,8145,3881,4264,0.43,1.67,609.12,870.18,2.38,0.61,70.1681
2898,50501,2022,8191,4048,4143,0.44,1.78,650.11,928.73,2.54,0.63,70.0787
2899,50501,2023,8239,4072,4167,0.43,1.75,639.1,913.0,2.5,0.61,70.0
2900,50501,2024,8287,4095,4192,0.43,1.76,642.71,918.16,2.52,0.61,69.8413
2901,50502,2019,8300,2379,5921,0.47,1.12,408.12,583.02,1.6,0.67,70.0
2902,50502,2020,8105,2278,5827,0.47,1.07,390.79,558.27,1.53,0.67,69.9346
2903,50502,2021,5691,910,4781,0.44,0.4,146.15,208.78,0.57,0.63,70.1754
2904,50502,2022,5545,942,4603,0.45,0.42,153.1,218.72,0.6,0.64,70.0
2905,50502,2023,5403,918,4485,0.44,0.41,148.45,212.07,0.58,0.63,70.6897
2906,50502,2024,5265,894,4371,0.45,0.4,146.84,209.77,0.57,0.64,70.1754
2907,50503,2019,10067,7268,2799,0.59,4.29,1565.16,2235.95,6.13,0.84,69.9837
2908,50503,2020,9995,7161,2834,0.59,4.22,1542.12,2203.03,6.04,0.84,69.8675
2909,50503,2021,9932,7065,2867,0.59,4.17,1521.45,2173.5,5.95,0.84,70.084
2910,50503,2022,9874,7165,2709,0.59,4.23,1542.98,2204.26,6.04,0.84,70.0331
2911,50503,2023,9818,7124,2694,0.59,4.2,1534.15,2191.65,6.0,0.84,70.0
2912,50503,2024,9765,7086,2679,0.59,4.18,1525.97,2179.96,5.97,0.84,70.0168
2913,50504,2019,1633,222,1411,0.44,0.1,35.46,50.66,0.14,0.63,71.4286
2914,50504,2020,1558,207,1351,0.44,0.09,33.0,47.15,0.13,0.62,69.2308
2915,50504,2021,1502,195,1307,0.44,0.09,31.32,44.74,0.12,0.63,75.0
2916,50504,2022,1447,199,1248,0.45,0.09,32.34,46.21,0.13,0.64,69.2308
2917,50504,2023,1391,191,1200,0.44,0.08,30.89,44.12,0.12,0.63,66.6667
2918,50504,2024,1336,184,1152,0.45,0.08,30.22,43.17,0.12,0.64,66.6667
2919,50505,2019,4505,604,3901,0.44,0.26,96.49,137.84,0.38,0.63,68.4211
2920,50505,2020,4443,581,3862,0.5,0.29,106.03,151.48,0.42,0.71,69.0476
2921,50505,2021,4379,560,3819,0.5,0.28,102.2,146.0,0.4,0.71,70.0
2922,50505,2022,4320,588,3732,0.5,0.29,107.31,153.3,0.42,0.71,69.0476
2923,50505,2023,4262,580,3682,0.5,0.29,105.85,151.21,0.41,0.71,70.7317
2924,50505,2024,4205,572,3633,0.5,0.29,104.39,149.13,0.41,0.71,70.7317
2925,50506,2019,1361,177,1184,0.44,0.08,28.28,40.39,0.11,0.63,72.7273
2926,50506,2020,1365,173,1192,0.44,0.08,27.58,39.4,0.11,0.62,72.7273
2927,50506,2021,1372,170,1202,0.44,0.07,27.3,39.0,0.11,0.63,63.6364
2928,50506,2022,1380,182,1198,0.45,0.08,29.58,42.26,0.12,0.64,66.6667
2929,50506,2023,1386,183,1203,0.44,0.08,29.59,42.28,0.12,0.63,66.6667
2930,50506,2024,1394,184,1210,0.2,0.04,13.43,19.19,0.05,0.29,80.0
2931,50507,2019,12633,9038,3595,0.46,4.16,1517.48,2167.83,5.94,0.66,70.0337
2932,50507,2020,12686,9005,3681,0.46,4.14,1511.94,2159.91,5.92,0.66,69.9324
2933,50507,2021,12728,8967,3761,0.55,4.93,1800.13,2571.61,7.05,0.79,69.9291
2934,50507,2022,12772,9185,3587,0.55,5.05,1843.89,2634.13,7.22,0.79,69.9446
2935,50507,2023,12820,9220,3600,0.55,5.07,1850.92,2644.16,7.24,0.79,70.0276
2936,50507,2024,12868,9254,3614,0.55,5.09,1857.74,2653.92,7.27,0.79,70.0138
2937,50508,2019,9850,6048,3802,0.44,2.65,966.18,1380.25,3.78,0.63,70.1058
2938,50508,2020,9302,5651,3651,0.44,2.47,900.95,1287.07,3.53,0.62,69.9717
2939,50508,2021,8733,5252,3481,0.44,2.31,843.47,1204.96,3.3,0.63,70.0
2940,50508,2022,8165,5048,3117,0.45,2.25,820.46,1172.09,3.21,0.64,70.0935
2941,50508,2023,7598,4697,2901,0.44,2.08,759.54,1085.06,2.97,0.63,70.0337
2942,50508,2024,7032,4348,2684,0.45,1.96,714.16,1020.23,2.8,0.64,70.0
2943,50509,2019,10847,5986,4861,0.6,3.59,1310.93,1872.76,5.13,0.86,69.9805
2944,50509,2020,10997,5994,5003,0.6,3.6,1312.69,1875.27,5.14,0.86,70.0389
2945,50509,2021,8914,5198,3716,0.44,2.29,834.8,1192.57,3.27,0.63,70.0306
2946,50509,2022,9020,5415,3605,0.45,2.41,880.11,1257.3,3.44,0.64,70.0581
2947,50509,2023,9129,5480,3649,0.44,2.43,886.16,1265.94,3.47,0.63,70.0288
2948,50509,2024,9239,5546,3693,0.45,2.5,910.93,1301.33,3.57,0.64,70.028
2949,50510,2019,4429,1028,3401,0.72,0.74,270.16,385.94,1.06,1.03,69.8113
2950,50510,2020,4345,987,3358,0.53,0.52,190.94,272.76,0.75,0.76,69.3333
2951,50510,2021,4255,949,3306,0.53,0.5,183.58,262.26,0.72,0.76,69.4444
2952,50510,2022,4170,981,3189,0.53,0.52,189.77,271.11,0.74,0.76,70.2703
2953,50510,2023,4087,961,3126,0.53,0.51,185.91,265.58,0.73,0.76,69.863
2954,50510,2024,4007,943,3064,0.53,0.5,182.42,260.6,0.71,0.76,70.4225
2955,50511,2019,1098,179,919,0.44,0.08,28.6,40.85,0.11,0.63,72.7273
2956,50511,2020,1071,171,900,0.44,0.07,27.26,38.95,0.11,0.62,63.6364
2957,50511,2021,1049,164,885,0.44,0.07,26.34,37.63,0.1,0.63,70.0
2958,50511,2022,1027,170,857,0.45,0.08,27.63,39.47,0.11,0.64,72.7273
2959,50511,2023,1007,167,840,0.44,0.07,27.01,38.58,0.11,0.63,63.6364
2960,50511,2024,984,163,821,0.45,0.07,26.77,38.25,0.1,0.64,70.0
2961,50512,2021,2203,1293,910,0.44,0.57,207.66,296.65,0.81,0.63,70.3704
2962,50512,2022,2146,1296,850,0.45,0.58,210.64,300.92,0.82,0.64,70.7317
2963,50512,2023,2091,1263,828,0.44,0.56,204.24,291.77,0.8,0.63,70.0
2964,50512,2024,2038,1231,807,0.45,0.55,202.19,288.85,0.79,0.64,69.6203
2965,50513,2021,2214,805,1409,0.44,0.35,129.28,184.69,0.51,0.63,68.6275
2966,50513,2022,2241,853,1388,0.45,0.38,138.64,198.06,0.54,0.64,70.3704
2967,50513,2023,2268,863,1405,0.44,0.38,139.55,199.36,0.55,0.63,69.0909
2968,50513,2024,2294,873,1421,0.45,0.39,143.39,204.84,0.56,0.64,69.6429
2969,50514,2021,1869,531,1338,0.44,0.23,85.28,121.83,0.33,0.63,69.697
2970,50514,2022,1880,562,1318,0.45,0.25,91.34,130.49,0.36,0.64,69.4444
2971,50514,2023,1891,565,1326,0.44,0.25,91.37,130.52,0.36,0.63,69.4444
2972,50514,2024,1902,569,1333,0.45,0.26,93.46,133.51,0.37,0.64,70.2703
2973,50515,2021,1462,317,1145,0.44,0.14,50.91,72.73,0.2,0.63,70.0
2974,50515,2022,1471,337,1134,0.45,0.15,54.77,78.25,0.21,0.64,71.4286
2975,50515,2023,1479,339,1140,0.44,0.15,54.82,78.31,0.21,0.63,71.4286
2976,50515,2024,1488,341,1147,0.45,0.15,56.01,80.01,0.22,0.64,68.1818
2977,50601,2019,14572,13632,940,0.49,6.68,2438.08,3482.98,9.54,0.7,70.021
2978,50601,2020,14535,13564,971,0.49,6.65,2425.92,3465.6,9.49,0.7,70.0738
2979,50601,2021,14527,13529,998,0.49,6.63,2419.66,3456.66,9.47,0.7,70.0106
2980,50601,2022,14517,13583,934,0.49,6.66,2429.32,3470.46,9.51,0.7,70.0315
2981,50601,2023,14515,13581,934,0.49,6.65,2428.96,3469.95,9.51,0.7,69.9264
2982,50601,2024,14510,13576,934,0.49,6.65,2428.07,3468.67,9.5,0.7,70.0
2983,50602,2019,2788,2023,765,0.44,0.89,324.89,464.13,1.27,0.63,70.0787
2984,50602,2020,2665,1914,751,0.44,0.84,307.39,439.13,1.2,0.63,70.0
2985,50602,2021,2574,1833,741,0.44,0.81,294.38,420.54,1.15,0.63,70.4348
2986,50602,2022,2503,1817,686,0.44,0.8,291.81,416.87,1.14,0.63,70.1754
2987,50602,2023,2444,1774,670,0.44,0.78,284.9,407.01,1.12,0.63,69.6429
2988,50602,2024,2392,1736,656,0.44,0.76,278.8,398.29,1.09,0.63,69.7248
2989,50603,2019,2068,2022,46,0.21,0.42,154.99,221.41,0.61,0.3,68.8525
2990,50603,2020,1976,1930,46,0.21,0.41,147.93,211.34,0.58,0.3,70.6897
2991,50603,2021,1909,1863,46,0.21,0.39,142.8,204.0,0.56,0.3,69.6429
2992,50603,2022,1857,1816,41,0.21,0.38,139.2,198.85,0.54,0.3,70.3704
2993,50603,2023,1813,1773,40,0.21,0.37,135.9,194.14,0.53,0.3,69.8113
2994,50603,2024,1775,1736,39,0.21,0.36,133.06,190.09,0.52,0.3,69.2308
2995,50604,2019,1637,1553,84,0.36,0.56,204.06,291.52,0.8,0.51,70.0
2996,50604,2020,1532,1451,81,0.37,0.54,195.96,279.94,0.77,0.53,70.1299
2997,50604,2021,1453,1373,80,0.36,0.49,180.41,257.73,0.71,0.51,69.0141
2998,50604,2022,1391,1320,71,0.37,0.49,178.27,254.67,0.7,0.53,70.0
2999,50604,2023,1340,1272,68,0.36,0.46,167.14,238.77,0.65,0.51,70.7692
3000,50604,2024,1295,1229,66,0.36,0.44,161.49,230.7,0.63,0.51,69.8413
3001,50605,2019,2312,1428,884,0.44,0.63,228.13,325.89,0.89,0.63,70.7865
3002,50605,2020,2296,1398,898,0.44,0.61,222.89,318.41,0.87,0.62,70.1149
3003,50605,2021,2286,1376,910,0.44,0.61,220.99,315.69,0.86,0.63,70.9302
3004,50605,2022,2279,1410,869,0.45,0.63,229.17,327.39,0.9,0.64,70.0
3005,50605,2023,2272,1406,866,0.44,0.62,227.36,324.8,0.89,0.63,69.6629
3006,50605,2024,2267,1403,864,0.45,0.63,230.44,329.2,0.9,0.64,70.0
3007,50606,2019,2551,1533,1018,0.53,0.81,296.56,423.66,1.16,0.76,69.8276
3008,50606,2020,2443,1446,997,0.53,0.77,279.73,399.61,1.09,0.76,70.6422
3009,50606,2021,2363,1381,982,0.44,0.61,221.79,316.84,0.87,0.63,70.1149
3010,50606,2022,2299,1383,916,0.45,0.62,224.78,321.12,0.88,0.64,70.4545
3011,50606,2023,2248,1352,896,0.44,0.6,218.63,312.33,0.86,0.63,69.7674
3012,50606,2024,2202,1325,877,0.45,0.6,217.63,310.9,0.85,0.64,70.5882
3013,50607,2019,1627,530,1097,0.44,0.23,84.67,120.95,0.33,0.63,69.697
3014,50607,2020,1550,492,1058,0.44,0.21,78.44,112.06,0.31,0.62,67.7419
3015,50607,2021,1493,464,1029,0.44,0.2,74.52,106.45,0.29,0.63,68.9655
3016,50607,2022,1449,473,976,0.45,0.21,76.88,109.82,0.3,0.64,70.0
3017,50607,2023,1412,461,951,0.44,0.2,74.55,106.5,0.29,0.63,68.9655
3018,50607,2024,1379,450,929,0.45,0.2,73.91,105.59,0.29,0.64,68.9655
3019,50608,2019,1702,815,887,0.44,0.36,130.2,186.0,0.51,0.63,70.5882
3020,50608,2020,1676,787,889,0.44,0.34,125.47,179.25,0.49,0.62,69.3878
3021,50608,2021,1658,765,893,0.44,0.34,122.86,175.51,0.48,0.63,70.8333
3022,50608,2022,1645,788,857,0.45,0.35,128.07,182.96,0.5,0.64,70.0
3023,50608,2023,1633,782,851,0.44,0.35,126.46,180.65,0.49,0.63,71.4286
3024,50608,2024,1623,777,846,0.45,0.35,127.62,182.32,0.5,0.64,70.0
3025,50609,2019,1133,497,636,0.44,0.22,79.4,113.42,0.31,0.63,70.9677
3026,50609,2020,1095,470,625,0.44,0.21,74.93,107.05,0.29,0.62,72.4138
3027,50609,2021,1067,451,616,0.44,0.2,72.43,103.47,0.28,0.63,71.4286
3028,50609,2022,1045,460,585,0.45,0.2,74.76,106.81,0.29,0.64,68.9655
3029,50609,2023,1027,452,575,0.44,0.2,73.09,104.42,0.29,0.63,68.9655
3030,50609,2024,1011,445,566,0.45,0.2,73.09,104.42,0.29,0.64,68.9655
3031,50610,2019,913,457,456,0.44,0.2,73.01,104.29,0.29,0.63,68.9655
3032,50610,2020,877,431,446,0.44,0.19,68.72,98.16,0.27,0.62,70.3704
3033,50610,2021,854,413,441,0.44,0.18,66.33,94.75,0.26,0.63,69.2308
3034,50610,2022,832,417,415,0.45,0.19,67.78,96.82,0.27,0.64,70.3704
3035,50610,2023,812,407,405,0.44,0.18,65.82,94.02,0.26,0.63,69.2308
3036,50610,2024,798,400,398,0.45,0.18,65.7,93.86,0.26,0.64,69.2308
3037,50611,2019,2790,1590,1200,0.44,0.7,254.0,362.86,0.99,0.63,70.7071
3038,50611,2020,2703,1516,1187,0.44,0.66,241.7,345.28,0.95,0.62,69.4737
3039,50611,2021,2640,1460,1180,0.44,0.64,234.48,334.97,0.92,0.63,69.5652
3040,50611,2022,2590,1478,1112,0.45,0.66,240.22,343.17,0.94,0.64,70.2128
3041,50611,2023,2549,1455,1094,0.44,0.64,235.29,336.12,0.92,0.63,69.5652
3042,50611,2024,2513,1434,1079,0.45,0.65,235.53,336.48,0.92,0.64,70.6522
3043,50612,2019,2334,924,1410,0.44,0.4,147.61,210.87,0.58,0.63,68.9655
3044,50612,2020,2244,868,1376,0.44,0.38,138.39,197.7,0.54,0.62,70.3704
3045,50612,2021,2178,827,1351,0.44,0.36,132.82,189.74,0.52,0.63,69.2308
3046,50612,2022,2127,844,1283,0.45,0.38,137.18,195.97,0.54,0.64,70.3704
3047,50612,2023,2084,827,1257,0.44,0.37,133.73,191.05,0.52,0.63,71.1538
3048,50612,2024,2047,812,1235,0.45,0.37,133.37,190.53,0.52,0.64,71.1538
3049,50613,2019,1932,500,1432,0.44,0.22,79.88,114.11,0.31,0.63,70.9677
3050,50613,2020,1848,465,1383,0.44,0.2,74.14,105.91,0.29,0.62,68.9655
3051,50613,2021,1786,440,1346,0.44,0.19,70.66,100.95,0.28,0.63,67.8571
3052,50613,2022,1738,451,1287,0.45,0.2,73.3,104.72,0.29,0.64,68.9655
3053,50613,2023,1698,441,1257,0.44,0.2,71.31,101.88,0.28,0.63,71.4286
3054,50613,2024,1663,432,1231,0.45,0.19,70.96,101.37,0.28,0.64,67.8571
3055,50614,2019,854,463,391,0.44,0.2,73.96,105.66,0.29,0.63,68.9655
3056,50614,2020,848,452,396,0.44,0.2,72.06,102.95,0.28,0.62,71.4286
